Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author(s),Source,Abbreviated source title,Sponsor,Publisher/Repository,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Open Access type(s),Database,Copyright,Data Provider,,,,
The influence of high-energy local orbitals and electron-phonon interactions on the band gaps and optical spectra of hexagonal boron nitride,20200632984,,"Shen, Tong (1); Zhang, Xiao-Wei (2); Shang, Honghui (3); Zhang, Min-Ye (4); Wang, Xinqiang (1, 5); Wang, En-Ge (2, 6, 7); Jiang, Hong (8); Li, Xin-Zheng (1, 9) ","(1) State Key Laboratory for Artificial Microstructure and Mesoscopic Physics, Frontier Science Center for Nano-optoelectronics, School of Physics, Peking University, Beijing, China (2) International Center for Quantum Materials and School of Physics, Peking University, Beijing, China (3) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China (4) Beijing National Laboratory for Molecular Sciences, College of Chemistry and Molecular Engineering, Peking University, Beijing, China (5) Collaborative Innovation Center of Quantum Matter, Peking University, Beijing; 100871, China (6) Ceramic Division, Songshan Lake Lab, Institute of Physics, Chinese Academy of Sciences, Guangdong, China (7) School of Physics, Liaoning University, Shenyang, China (8) Beijing National Laboratory for Molecular Sciences, College of Chemistry and Molecular Engineering, Peking University, Beijing, China (9) Collaborative Innovation Center of Quantum Matter, Peking University, Beijing, China ","Zhang, Xiao-Wei(willzxw@pku.edu.cn)",arXiv,arXiv,,arXiv,,,,2020-03-28,,,2020,English,,23318422,,,,,,,,,Preprint (PP),"We report ab initio band diagram and optical absorption spectra of hexagonal boron nitride (h-BN), focusing on unravelling how the completeness of basis set for GW calculations and how electron-phonon interactions (EPIs) impact on them. The completeness of basis set, an issue which was seldom discussed in previous optical spectra calculations of h-BN, is found crucial in providing converged quasiparticle band gaps. In the comparison among three different codes, we demonstrate that by including high-energy local orbitals in the all-electron linearized augmented plane waves based GW calculations, the quasiparticle direct and fundamental indirect band gaps are widened by ∼0.2 eV, giving values of 6.81 eV and 6.25 eV respectively at the GW0 level. EPIs, on the other hand, reduce them to 6.62 eV and 6.03 eV respectively at 0 K, and 6.60 eV and 5.98 eV respectively at 300 K. With clamped crystal structure, the first peak of the absorption spectrum is at 6.07 eV, originating from the direct exciton contributed by electron transitions around K in the Brillouin zone. After including the EPIs-renormalized quasiparticles in the Bethe-Salpeter equation, the exciton-phonon coupling shifts the first peak to 5.83 eV at 300 K, lower than the experimental value of ∼6.00 eV. This accuracy is acceptable to an ab initio description of excited states with no fitting parameter. Copyright © 2020, The Authors. All rights reserved.",60,III-V semiconductors,Absorption spectroscopy - Boron nitride - Calculations - Crystal structure - Electron transitions - Electron-phonon interactions - Energy gap - Excitons - Light absorption - Nitrides,Ab initio - Band diagrams - Basis sets - Energy - GW calculations - Local orbitals - Optical absorption spectrum - Optical spectrum - Quasiparticles - Spectrum calculation,712.1 Semiconducting Materials - 741.1 Light/Optics - 804.2 Inorganic Compounds - 921 Mathematics - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 933 Solid State Physics - 933.1.1 Crystal Lattice,,,,Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
The Moving-Grid Effect in the Harmonic Vibrational Frequency Calculations with Numeric Atom-Centered Orbitals,2.02019E+13,,"Shang, Honghui (1); Yang, Jinlong (2) ","(1) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing; 100190, China (2) Hefei National Laboratory for Physical Sciences at Microscale, Department of Chemical Physics, and Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei, Anhui; 230026, China ","Shang, Honghui(shanghui.ustc@gmail.com)",Journal of Physical Chemistry A,J Phys Chem A,,American Chemical Society,124,14,2897-2906,2020-04-09,,,2020,English,10895639,15205215,,10.1021/acs.jpca.0c01453,,,,,,JPCAFH,Journal article (JA),"When using atom-centered integration grids, the portion of the grid that belongs to a certain atom also moves when this atom is displaced. In the paper, we investigate the moving-grid effect in the calculation of the harmonic vibrational frequencies when using all-electron full-potential numeric atomic-centered orbitals as the basis set. We find that, unlike the first-order derivative (i.e., forces), the moving-grid effect plays an essential role for the second-order derivatives (i.e., vibrational frequencies). Further analysis reveals that the predominantly diagonal force constant terms are affected, which can be bypassed efficiently by invoking translational symmetry. Our approaches have been demonstrated in both finite (molecules) and extended (periodic) systems. © 2020 American Chemical Society.",33,Atoms,,Basis sets - Diagonal force constants - First order derivatives - Harmonic vibrational frequencies - Moving grid - Orbitals - Second order derivatives - Translational symmetry,931.3 Atomic and Molecular Physics,"Number: XDC01040100, Acronym: CAS, Sponsor: Chinese Academy of Sciences; ",This work was supported by the Strategic Priority Research Program of Chinese Academy of Sciences (grant no. XDC01040100). The author acknowledges Professor Patrick Rinke for his many inspiring discussions and is grateful to Professor Matthias Scheffler for his generous support on this project.,"All Open Access, Green",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
The dynamic parallel distribution algorithm for hybrid density-functional calculations in HONPAS package,2.02009E+13,,"Shang, Honghui (1); Xu, Lei (1); Wu, Baodong (1); Qin, Xinming (2); Zhang, Yunquan (1); Yang, Jinlong (2) ","(1) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing; 100190, China (2) Hefei National Laboratory for Physical Sciences at Microscale, Department of Chemical Physics, and Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei, Anhui; 230026, China ","Shang, Honghui(shanghui.ustc@gmail.com)",Computer Physics Communications,Comput Phys Commun,,"Elsevier B.V., Netherlands",254,,,2020-09-01,,,2020,English,104655,,,10.1016/j.cpc.2020.107204,107204,,,,,CPHCBZ,Journal article (JA),"This work presents a dynamic parallel distribution scheme for the Hartree–Fock exchange (HFX) calculations based on the real-space NAO2GTO framework. The most time-consuming electron repulsion integrals (ERIs) calculation is perfectly load-balanced with 2-level master–worker dynamic parallel scheme, the density matrix and the HFX matrix are both stored in the sparse format, the network communication time is minimized via only communicating the index of the batched ERIs and the final sparse matrix form of the HFX matrix. The performance of this dynamic scalable distributed algorithm has been demonstrated by several examples of large scale hybrid density-functional calculations on Tianhe-2 supercomputers, including both molecular and solid states systems with multiple dimensions, and illustrates good scalability. © 2020 Elsevier B.V.",42,Density functional theory,Matrix algebra - Ion exchange - Supercomputers - Quantum chemistry,Atomic orbital - Electron repulsion integrals - Hybrid density functional calculations - Hybrid functionals - Linear scaling - Multiple dimensions - Network communications - Parallel distribution,722.4 Digital Computers and Systems - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 921.1 Algebra - 922.1 Probability Theory - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics,"Number: XDC01040000, Acronym: CAS, Sponsor: Chinese Academy of Sciences; ",This work is supported by the Strategic Priority Research Program of Chinese Academy of Sciences ( XDC01040000 ). The authors thank the Tianhe-2 Supercomputer Center for computational resources.,"All Open Access, Green",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
Electron-phonon coupling in d-electron solids: A temperature-dependent study of rutile TiO2 by first-principles theory and two-photon photoemission,20200596556,,"Shang, Honghui (1, 5); Argondizzo, Adam (2); Tan, Shijing (2); Zhao, Jin (3); Rinke, Patrick (4); Carbogno, Christian (1); Scheffler, Matthias (1); Petek, Hrvoje (2) ","(1) Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 46, Berlin-Dahlem; D-14195, Germany (2) Department of Physics and Astronomy, Pittsburgh Quantum Institute, University of Pittsburgh, Pittsburgh; PA; 15260, United States (3) Department of Physics, University of Science and Technology of China, Hefei; 230026, China (4) Department of Applied Physics, Aalto University, P.O. Box 11100, Aalto; FI-00076, Finland (5) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing; 100190, China ","Petek, Hrvoje(petek@pitt.edu)",arXiv,arXiv,,arXiv,,,,2020-09-08,,,2020,English,,23318422,,,,,,,,,Preprint (PP),"Rutile TiO2 is a paradigmatic transition-metal oxide with applications in optics, electronics, photocatalysis, etc., that are subject to pervasive electron-phonon interaction. To understand how energies of its electronic bands, and in general semiconductors or metals where the frontier orbitals have a strong d-band character, depend on temperature, we perform a comprehensive theoretical and experimental study of the effects of electron-phonon (e-p) interactions. In a two-photon photoemission (2PP) spectroscopy study we observe an unusual temperature dependence of electronic band energies within the conduction band of reduced rutile TiO2, which is contrary to the well-understood sp-band semiconductors and points to a so far unexplained dichotomy in how the e-p interactions affect differently the materials where the frontier orbitals are derived from the sp- and d orbitals. To develop a broadly applicable model, we employ state-of-the-art first-principles calculations that explain how phonons promote interactions between the Ti-3d orbitals of the conduction band within the octahedral crystal field. The characteristic difference in e-p interactions experienced by the Ti-3d orbitals of rutile TiO2 crystal lattice are contrasted with the more familiar behavior of the Si-2s orbitals of stishovite SiO2 polymorph, in which the frontier 2s orbital experiences a similar crystal field with the opposite effect. The findings of this analysis of how e-p interactions affect the d- and sp-orbital derived bands can be generally applied to related materials in a crystal field. The calculated temperature dependence of d-orbital derived band energies agrees well with and explains the temperature-dependent inter-d-band transitions recorded in 2PP spectroscopy of TiO2. The general understanding of how e-pinteractions affect d-orbital derived bands is likely to impact the understanding of temperature-dependent properties of highly correlated materials. Copyright © 2020, The Authors. All rights reserved.",107,Temperature distribution,Calculations - Conduction bands - Electron-phonon interactions - Electrons - Oxide minerals - Photons - Silica - Titanium dioxide - Transition metal oxides - Transition metals,Band energy - Crystal fields - D orbitals - Electron phonon couplings - Electronic band - Frontier orbitals - Orbitals - Rutile TiO 2 - Temperature dependence - Temperature dependent,482.2 Minerals - 531 Metallurgy and Metallography - 641.1 Thermodynamics - 714 Electronic Components and Tubes - 804.2 Inorganic Compounds - 921 Mathematics - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 932.1 High Energy Physics - 933 Solid State Physics,,,,Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
The static parallel distribution algorithms for hybrid density-functional calculations in HONPAS package,2.01921E+13,,"Qin, Xinming (1); Shang, Honghui (2); Xu, Lei (2); Hu, Wei (1); Yang, Jinlong (1); Li, Shigang (2); Zhang, Yunquan (2) ","(1) Hefei National Laboratory for Physical Sciences at Microscale, Department of Chemical Physics, and Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei; Anhui, China (2) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China ","Shang, Honghui(shanghui.ustc@gmail.com)",International Journal of High Performance Computing Applications,Int J High Perform Comput Appl,,"SAGE Publications Inc., United States",34,2,159-168,2020-03-01,,,2020,English,10943420,17412846,,10.1177/1094342019845046,,,,,,,Journal article (JA),"Hybrid density-functional calculation is one of the most commonly adopted electronic structure theories in computational chemistry and materials science because of its balance between accuracy and computational cost. Recently, we have developed a novel scheme called NAO2GTO to achieve linear scaling (Order-N) calculations for hybrid density-functionals. In our scheme, the most time-consuming step is the calculation of the electron repulsion integrals (ERIs) part, so creating an even distribution of these ERIs in parallel implementation is an issue of particular importance. Here, we present two static scalable distributed algorithms for the ERIs computation. Firstly, the ERIs are distributed over ERIs shell pairs. Secondly, the ERIs are distributed over ERIs shell quartets. In both algorithms, the calculation of ERIs is independent of each other, so the communication time is minimized. We show our speedup results to demonstrate the performance of these static parallel distributed algorithms in the Hefei Order-N packages for ab initio simulations. © The Author(s) 2019.",55,Calculations,Hybrid materials - Computational chemistry - Electronic structure - Density functional theory - Computation theory,Ab initio simulations - Computational costs - Electron repulsion integrals - Electronic structure theory - Hybrid density functional calculations - Parallel distributed algorithms - Parallel distribution - Parallel implementations,"721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 801 Chemistry - 921 Mathematics - 921.6 Numerical Methods - 922.1 Probability Theory - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics","Number: 21803066,61502450,KY2340000094, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: XDC01040000, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: -, Acronym: USTC, Sponsor: University of Science and Technology of China; Number: 2017YFB0202302, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); ","The authors thank the Tianhe-2 Supercomputer Center for computational resources. The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work was supported by the National Key Research and Development Program of China (grant no. 2017YFB0202302), the Special Fund for Strategic Pilot Technology of Chinese Academy of Sciences (grant no. XDC01040000), the National Natural Science Foundation of China (grant nos 61502450, 21803066), Research Start-Up Grants (grant no. KY2340000094) from University of Science and Technology of China, and Chinese Academy of Sciences Pioneer Hundred Talents Program.","All Open Access, Green",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
Electron-phonon coupling in d -electron solids: A temperature-dependent study of rutile Ti O2 by first-principles theory and two-photon photoemission,2.02044E+13,,"Shang, Honghui (1); Argondizzo, Adam (2); Tan, Shijing (2); Zhao, Jin (3); Rinke, Patrick (4); Carbogno, Christian (1); Scheffler, Matthias (1); Petek, Hrvoje (2) ","(1) Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 46, Berlin-Dahlem; D-14195, Germany (2) Department of Physics and Astronomy, Pittsburgh Quantum Institute, University of Pittsburgh, Pittsburgh; PA; 15260, United States (3) Department of Physics, University of Science and Technology of China, Hefei; 230026, China (4) Department of Applied Physics, Aalto University, P.O. Box 11100, Aalto; FI-00076, Finland ","Petek, Hrvoje(petek@pitt.edu)",Physical Review Research,Phys. Rev. Res.,,American Physical Society,1,3,,2019-12-01,,,2019,English,26431564,,,10.1103/PhysRevResearch.1.033153,33153,,,,,,Journal article (JA),"Rutile TiO2 is a paradigmatic transition-metal oxide with applications in optics, electronics, photocatalysis, etc., that are subject to pervasive electron-phonon interaction. To understand how energies of its electronic bands, and in general semiconductors or metals where the frontier orbitals have a strong d-band character, depend on temperature, we perform a comprehensive theoretical and experimental study of the effects of electron-phonon (e-p) interactions. In a two-photon photoemission (2PP) spectroscopy study we observe an unusual temperature dependence of electronic band energies within the conduction band of reduced rutile TiO2, which is contrary to the well-understood sp-band semiconductors and points to a so far unexplained dichotomy in how the e-p interactions affect differently the materials where the frontier orbitals are derived from the sp- and d orbitals. To develop a broadly applicable model, we employ state-of-the-art first-principles calculations that explain how phonons promote interactions between the Ti-3d orbitals of the conduction band within the octahedral crystal field. The characteristic difference in e-p interactions experienced by the Ti-3d orbitals of rutile TiO2 crystal lattice are contrasted with the more familiar behavior of the Si-2s orbitals of stishovite SiO2 polymorph, in which the frontier 2s orbital experiences a similar crystal field with the opposite effect. The findings of this analysis of how e-p interactions affect the d- and sp-orbital derived bands can be generally applied to related materials in a crystal field. The calculated temperature dependence of d-orbital derived band energies agrees well with and explains the temperature-dependent inter-d-band transitions recorded in 2PP spectroscopy of TiO2. The general understanding of how e-p interactions affect d-orbital derived bands is likely to impact the understanding of temperature-dependent properties of highly correlated materials. © 2019 authors. Published by the American Physical Society.",107,Electron-phonon interactions,Photons - Photoemission - Silica - Titanium - Conduction bands - Temperature distribution - Electrons - Magnetic semiconductors - Titanium dioxide - Oxide minerals - Sulfur compounds - Transition metal oxides - Calculations,Characteristic difference - Electron phonon couplings - First-principles calculation - First-principles theory - Octahedral crystal fields - Temperature-dependent properties - Two-photon photoemission - Two-photon photoemission (2PP),482.2 Minerals - 542.3 Titanium and Alloys - 641.1 Thermodynamics - 701.1 Electricity: Basic Concepts and Phenomena - 708.4 Magnetic Materials - 712.1 Semiconducting Materials - 714 Electronic Components and Tubes - 741.1 Light/Optics - 804.2 Inorganic Compounds - 921 Mathematics - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 932.1 High Energy Physics - 933 Solid State Physics,,,"All Open Access, Gold, Green",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
OpenKMC: A KMC design for hundred-billion-atom simulation using millions of cores on Sunway Taihulight,2.0195E+13,,"Li, Kun (1); Shang, Honghui (1); Zhang, Yunquan (1); Li, Shigang (2); Wu, Baodong (3); Wang, Dong (4); Zhang, Libo (5); Li, Fang (5); Chen, Dexun (6); Wei, Zhiqiang (7) ","(1) State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences, School of Computer and Control Engineering, University of Chinese, Academy of Sciences, Beijing, China (2) Department of Computer Science, ETH Zurich, Zurich, Switzerland (3) Institute of Computing Technology, Chinese Academy of Sciences Sensetime Research, Beijing, China (4) College of Information Engineering, Dalian Ocean University, Dalian, China (5) Wuxi Jiangnan Institute of Computing Technology, Wuxi, China (6) National Supercomputing Center, Wuxi, China (7) Qingdao National Laboratory for Marine Science and Technology, Qingdao, China ",,"International Conference for High Performance Computing, Networking, Storage and Analysis, SC","Int. Conf. High Perfor. Comput., Networking, Storage Analysis, SC","ACM Special Interest Group on High Performance Computing, Special Interest Group on High Performance Computing (SIGHPC); IEEE CS",IEEE Computer Society,,,,2019-11-17,"Proceedings of SC 2019: The International Conference for High Performance Computing, Networking, Storage and Analysis",1 of 1,2019,English,21674329,21674337,9.78145E+12,10.1145/3295500.3356165,a68,"2019 International Conference for High Performance Computing, Networking, Storage and Analysis, SC 2019","November 17, 2019 - November 22, 2019","Denver, CO, United states",155037,,Conference article (CA),"With more attention attached to nuclear energy, the formation mechanism of the solute clusters precipitation within complex alloys becomes intriguing research in the embrittlement of nuclear reactor pressure vessel (RPV) steels. Such phenomenon can be simulated with atomic kinetic Monte Carlo (AKMC) software, which evaluates the interactions of solute atoms with point defects in metal alloys. In this paper, we propose OpenKMC to accelerate large-scale KMC simulations on Sunway many-core architecture. To overcome the constraints caused by complex many-core architecture, we employ six levels of optimization in OpenKMC: (1) a new efficient potential computation model; (2) a group reaction strategy for fast event selection; (3) a software cache strategy; (4) combined communication optimizations; (5) a Transcription-Translation-Transmission algorithm for many-core optimization; (6) vectorization acceleration. Experiments illustrate that our OpenKMC has high accuracy and good scalability of applying hundred-billion-atom simulation over 5.2 million cores with a performance of over 80.1% parallel efficiency. © 2019 ACM.",41,Atoms,Computational efficiency - Precipitation (chemical) - Point defects - Computer architecture - Pressure vessels - Nuclear reactors,Communication optimization - Large scale simulations - Many-core architecture - Multi/many-core processor - Nuclear reactor pressure vessel steels - Parallel efficiency - Reaction strategies - Sunway TaihuLight,619.2 Tanks - 802.3 Chemical Operations - 931.3 Atomic and Molecular Physics - 933.1.1 Crystal Lattice,"Number: 61432018,61502450, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2016YFB0200803,XDC01000000, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: -, Acronym: -, Sponsor: Key Laboratory of Computer System and Architecture; Number: 2017YFB0202302, Acronym: -, Sponsor: National Key Research and Development Program of China Stem Cell and Translational Research; ","The authors would like to thank all the reviewers for their insightful and valuable comments and suggestions. This work is supported by the the National Key Research & Development Program of China (2017YFB0202302), the Strategic Priority Research Program of Chinese Academy of Sciences with Grant No. XDC01000000, National Key Research & Development Program of China ( 2016YFB0200803 ), National Natural Science Foundation of China under Grant No. 61432018, National Natural Science Foundation of China under Grant No. 61502450, State Key Laboratory of Computer Architecture Foundation under Grant No. CARCH3504. The corresponding author of this paper is Honghui Shang (shanghui.ustc@gmail.com).","All Open Access, Bronze",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
"All-electron, real-space perturbation theory for homogeneous electric fields: Theory, implementation, and application within DFT",2.01832E+13,,"Shang, Honghui (1); Raimbault, Nathaniel (1); Rinke, Patrick (2); Scheffler, Matthias (1); Rossi, Mariana (1); Carbogno, Christian (1) ","(1) Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, Berlin; D-14195, Germany (2) COMP, Department of Applied Physics, Aalto University, PO Box 11100, Aalto; FI-00076, Finland ","Rossi, Mariana(rossi@fhi-berlin.mpg.de)",New Journal of Physics,New J. Phys.,,IOP Publishing Ltd,20,7,,2018-07-01,,,2018,English,13672630,,,10.1088/1367-2630/aace6d,73040,,,,,,Journal article (JA),"Within density-functional theory, perturbation theory (PT) is the state-of-the-art formalism for assessing the response to homogeneous electric fields and the associated material properties, e.g., polarizabilities, dielectric constants, and Raman intensities. Here, we derive a real-space formulation of PT and present an implementation within the all-electron, numeric atom-centered orbitals electronic structure code FHI-aims that allows for massively parallel calculations. As demonstrated by extensive validation, we achieve a rapid computation of accurate response properties of molecules and solids. As an application showcase, we present harmonic and anharmonic Raman spectra, the latter obtained by combining hundreds of thousands of PT calculations with ab initio molecular dynamics. By using the PBE exchange-correlation functional with many-body van der Waals corrections, we obtain spectra in good agreement with experiment especially with respect to lineshapes for the isolated paracetamol molecule and two polymorphs of the paracetamol crystal. © 2018 The Author(s). Published by IOP Publishing Ltd on behalf of Deutsche Physikalische Gesellschaft.",76,Raman scattering,Calculations - Electronic structure - Perturbation techniques - Density functional theory - Van der Waals forces - Electric fields - Computation theory - Crystal atomic structure - Molecules - Molecular dynamics,Basis functions - Density functional perturbation theory - Homogeneous electric field - Paracetamol - Self-consistent field method,"701.1 Electricity: Basic Concepts and Phenomena - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 741.1 Light/Optics - 801.4 Physical Chemistry - 921 Mathematics - 922.1 Probability Theory - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 933.1.1 Crystal Lattice","Number: -, Acronym: NCSA, Sponsor: National Centre for Supercomputing Applications; Number: 676580, Acronym: H2020, Sponsor: Horizon 2020 Framework Programme; Number: -, Acronym: H2020, Sponsor: Horizon 2020 Framework Programme; Number: SFB 951, Acronym: DFG, Sponsor: Deutsche Forschungsgemeinschaft; Number: -, Acronym: DFG, Sponsor: Deutsche Forschungsgemeinschaft; Number: 251748,284621, Acronym: -, Sponsor: Academy of Finland; Number: -, Acronym: -, Sponsor: Academy of Finland; ","HS acknowledges Vivekanand Gobre and Wanzhen Liang for inspiring discussions. MR and NR acknowledge computer time from the Swiss National Supercomputing Centre (CSCS), under Project No. s786. We further acknowledge Volker Blum for his continued support during this project, Raul Laasner for providing the first version of the Pulay mixer we use, and Florian Knoop for critical proofreading. The project received funding from the Einstein foundation (project ETERNAL), the Deutsche Forschungsgemeinschaft (DFG) through SFB 951, and the European Unions Horizon 2020 research and innovation program under grant agreement no. 676580 with The Novel Materials Discovery (NOMAD) Laboratory, a European Center of Excellence. PR acknowledges financial support from the Academy of Finland through its Centres of Excellence Program (Project No. 251748 and 284621).","All Open Access, Gold",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
Lattice dynamics calculations based on density-functional perturbation theory in real space,2.0171E+13,,"Shang, Honghui (1); Carbogno, Christian (1); Rinke, Patrick (1, 2); Scheffler, Matthias (1) ","(1) Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4–6, Berlin; D-14195, Germany (2) COMP/Department of Applied Physics, Aalto University, P.O. Box 11100, Aalto; FI-00076, Finland ","Shang, Honghui(shang@fhi-berlin.mpg.de)",Computer Physics Communications,Comput Phys Commun,,"Elsevier B.V., Netherlands",215,,26-46,2017-06-01,,,2017,English,104655,,,10.1016/j.cpc.2017.02.001,,,,,,CPHCBZ,Journal article (JA),"A real-space formalism for density-functional perturbation theory (DFPT) is derived and applied for the computation of harmonic vibrational properties in molecules and solids. The practical implementation using numeric atom-centered orbitals as basis functions is demonstrated exemplarily for the all-electron Fritz Haber Institute ab initio molecular simulations (FHI-aims) package. The convergence of the calculations with respect to numerical parameters is carefully investigated and a systematic comparison with finite-difference approaches is performed both for finite (molecules) and extended (periodic) systems. Finally, the scaling tests and scalability tests on massively parallel computer systems demonstrate the computational efficiency. © 2017 The Authors",87,Molecules,Lattice constants - Computation theory - Lattice vibrations - Density functional theory - Perturbation techniques - Lattice theory - Calculations - Computational efficiency,Basis functions - Density function theory - Density functional perturbation theory - Dynamics calculations - Finite difference approach - Massively parallel computers - Molecular simulations - Vibrational properties,"721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 921 Mathematics - 922.1 Probability Theory - 922.2 Mathematical Statistics - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics - 933.1.1 Crystal Lattice","Number: -, Acronym: H2020, Sponsor: Horizon 2020 Framework Programme; Number: 251748,284621, Acronym: -, Sponsor: Suomen Akatemia; Number: 676580, Acronym: -, Sponsor: Horizon 2020; ","H.S. acknowledges Wanzhen Liang and Xinguo Ren for inspiring discussions. We further acknowledge Volker Blum for his continued support during this project. The project received funding from the Einstein foundation (project ETERNAL) and the European Union's Horizon 2020 research and innovation program under grant agreement no. 676580 with The Novel Materials Discovery (NOMAD) Laboratory, a European Center of Excellence. P.R. acknowledges financial support from the Academy of Finland through its Centres of Excellence Program (Project No. 251748 and 284621).","All Open Access, Hybrid Gold",Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
The moving-grid effect in density functional calculations of harmonic vibration frequencies using numeric atom-centered grids,20200527185,,"Shang, Honghui (1) ","(1) Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, Berlin-Dahlem; D-14195, Germany ","Shang, Honghui(shang@fhi-berlin.mpg.de)",arXiv,arXiv,,arXiv,,,,2017-12-30,,,2017,English,,23318422,,,,,,,,,Preprint (PP),"When using atom-centered integration grids, the portion of the grid that belongs to a certain atom also moves when this atom is displaced. In the paper, we investigate the moving-grid effect for harmonic vibrational frequencies for all-electron full-potential numeric basis set calculation. We found that, unlike the first derivatives (i.e., forces) , this moving-grid effect plays an essential role for second derivatives (i.e., vibrational frequencies). Further analysis reveals that predominantly diagonal force constant terms are affected, which can be bypassed efficiently by invoking translational symmetry. Copyright © 2017, The Authors. All rights reserved.",27,Atoms,,Basis sets - Density-functional calculations - First derivative - Grid effects - Harmonic vibration - Harmonic vibrational frequencies - Moving grid - Second derivatives - Set calculations - Vibration frequency,931.3 Atomic and Molecular Physics,,,,Compendex,"Compilation and indexing terms, Copyright 2024 Elsevier Inc.",Engineering Village,,,,
